,originalquesid,questionid,title,question,views,vote,bookmarked,tags,link,answered,acceptedanswer,acceptedanswervotes,suggestedanswer,suggestedanswervotes,source,preparedquestion,preparedtitle,preparedtags
232,11616835,14598753,running bash script in cygwin on windows 7 [duplicate],"



I am trying to run the below bash script in cygwin on windows 7
REPEATTIMES=""$1""

if [ $# = 0 ]; then

    echo ""Usage: fetch topN repeatTimes""
    exit 1
fi

for (( i=1; i<=$REPEATTIMES; i++ ))
do
    echo ""ITERATION: $i""
    echo ""GENERATING""

    log=thelogs/log 

    bin/nutch generate crawl/segment -topN 10 > $log
    batchId=`sed -n 's|.*batch id: \(.*\)|\1|p' < $log`

    echo ""batch id: $batchId ""

    # rename log file by appending the batch id
    log2=$log$batchId
    mv $log $log2
    log=$log2

    echo ""FETCHING""
    bin/nutch fetch crawl/segments/$batchId >> $log

    echo ""PARSING""
    bin/nutch parse crawl/segments/$batchId >> $log


    echo ""UPDATING DB""
    bin/nutch updatedb crawl/crawldb crawl/segments/$batchId >> $log

    echo ""Done ""

done


But when i run it i get the error :
line 11 :syntax error near unexpected token '$'\r'

line 11 :'for (( i=1; i<= REPEATTIMES; i++ ))

The script works fine on a ubuntu server. But i need to run it now on a windows machine.
","24,107",13,6,bash windows-7 cygwin ,https://stackoverflow.com/questions/14598753/running-bash-script-in-cygwin-on-windows-7,2,"
The latest version of Cygwin seems to only support files in Unix format (i.e. with \n for newlines as opposed to the DOS/Windows \r\n newline).
To fix this, run the /bin/dos2unix.exe utility, giving your script as the argument to the command:
e.g. /bin/dos2unix.exe myScript.sh

This will convert it to Unix format and you then should be able to run it.
",12,"
If you can't fix all your scripts, you should be able to modify the EOL behavior in Cygwin by setting an option to ignore CRs:
set -o igncr

If you add this to your .bash_profile, it will be globally set by default when you login:
export SHELLOPTS
set -o igncr

You can also do this per script internally by putting this line just after the #! line:
(set -o igncr) 2>/dev/null && set -o igncr; # this comment is required

You need the comment to ignore the CR in that line which is read before the option takes effect.
",42,https://stackoverflow.com," 



i trying run bash script cygwin window 7
repeattimes   1 

if        0    then

    echo  usage  fetch topn repeattimes 
    exit 1
fi

for    i 1  i   repeattimes  i     
do
    echo  iteration   i 
    echo  generating 

    log thelogs log 

    bin nutch generate crawl segment  topn 10    log
    batchid  sed  n  s   batch id          1 p     log 

    echo  batch id   batchid  

      rename log file appending batch id
    log2  log batchid
    mv  log  log2
    log  log2

    echo  fetching 
    bin nutch fetch crawl segments  batchid     log

    echo  parsing 
    bin nutch parse crawl segments  batchid     log


    echo  updating db 
    bin nutch updatedb crawl crawldb crawl segments  batchid     log

    echo  done  

done


but run get error  
line 11  syntax error near unexpected token     r 

line 11   for    i 1  i   repeattimes  i     

the script work fine ubuntu server  need run window machine 
", running bash script cygwin window 7  duplicate , bash windows 7 cygwin 
233,37936038,32344232,Unable to Install Any Package in Visual Studio 2015,"
I've tried every package I could possibly find and none of them will install in my project.  I've installed every update listed in the Extensions and Updates list that were available.  When I attempt to install SendGrid for example, this is the result (as is the result with all other packages):  
Attempting to gather dependencies information for package 'Sendgrid.6.1.0' with respect to project 'UI\MyApplication.MVC', targeting '.NETFramework,Version=v4.5.2'
Attempting to resolve dependencies for package 'Sendgrid.6.1.0' with DependencyBehavior 'Lowest'
Resolving actions to install package 'Sendgrid.6.1.0'
Resolved actions to install package 'Sendgrid.6.1.0'
For adding package 'SendGrid.SmtpApi.1.3.1' to project 'MyApplication.MVC' that targets 'net452'.
For adding package 'SendGrid.SmtpApi.1.3.1' to project 'MyApplication.MVC' that targets 'net452'.
Adding package 'SendGrid.SmtpApi.1.3.1' to folder 'C:\Users\Keith\Source\Workspaces\MyApplication\MyApplication.MVC\packages'
Install failed. Rolling back...

I can't be the only one on the planet having issue with Visual Studio 2015 and the new and ""improved"" NuGet Package Manager.  
UPDATE:
Well, must be something odd in my solution because I created a new project from the VS2015 template (web) and the packages install just fine.  When I find out the issue, I'll post the resolution in the event others run into the same problem.  
UPDATE 2:
Ok, it's not our solution.  We created a new solution from scratch again (this has wasted a lot of our development time might I add), added a couple of packages (Identity, EF, SendGrid) and after checking the solution in to VSO, another developer performs a fresh creation of the branch and build errors occur.  When I go to the NuGet packages for an individual project, it acts as though none of the packages I have added are available.  Anyone else experiencing this?
","113,359",183,21,package nuget visual-studio-2015 ,https://stackoverflow.com/questions/32344232/unable-to-install-any-package-in-visual-studio-2015,19,"
tl;dr - Delete this:
%AppData%/Nuget/Nuget.config

Warning: If you had custom NuGet sources, this will remove them, and you'll have to re-add them.

Longer version:
You might have corrupted your NuGet config. Oh no :(
Nuget.config is a file used to keep track of all of the places that NuGet pulls from, as well as configuring other things.
More likely than not, this xml file got broken somehow.

Go to this path: C:\Users\{{username}}\AppData\Roaming\
Delete Nuget.config
Restart VS for good measure


For reference: in the good days of 2017, your file should look something like this
<?xml version=""1.0"" encoding=""utf-8""?>
<configuration>
  <packageRestore>
    <add key=""enabled"" value=""True"" />
    <add key=""automatic"" value=""True"" />
  </packageRestore>
  <activePackageSource>
    <add key=""nuget.org"" value=""https://api.nuget.org/v3/index.json"" />
  </activePackageSource>
  <packageSources>
    <add key=""nuget.org"" value=""https://api.nuget.org/v3/index.json"" protocolVersion=""3"" />
    <add key=""nuget.org"" value=""https://www.nuget.org/api/v2/"" />
    <!-- Others -->
  </packageSources>
  <packageSourceCredentials>
    <!-- secret stuff -->
  </packageSourceCredentials>
</configuration>

",124,"
Closing and re-opening VS2015 resolves the issue. 
It seems that in some cases, simply reloading the affected project will work.
",414,https://stackoverflow.com," 
i ve tried every package could possibly find none install project   i ve installed every update listed extension update list available   attempt install sendgrid example  result  as result packages    
attempting gather dependency information package  sendgrid 6 1 0  respect project  ui myapplication mvc   targeting   netframework version v4 5 2 
attempting resolve dependency package  sendgrid 6 1 0  dependencybehavior  lowest 
resolving action install package  sendgrid 6 1 0 
resolved action install package  sendgrid 6 1 0 
for adding package  sendgrid smtpapi 1 3 1  project  myapplication mvc  target  net452  
for adding package  sendgrid smtpapi 1 3 1  project  myapplication mvc  target  net452  
adding package  sendgrid smtpapi 1 3 1  folder  c  users keith source workspaces myapplication myapplication mvc packages 
install failed  rolling back   

i canot one planet issue visual studio 2015 new  improved  nuget package manager   
update 
well  must something odd solution created new project vs2015 template  web  package install fine   find issue  i ll post resolution event others run problem   
update 2 
ok  solution   created new solution scratch  this wasted lot development time might add   added couple package  identity  ef  sendgrid  checking solution vso  another developer performs fresh creation branch build error occur   go nuget package individual project  act though none package added available   anyone else experiencing this 
", unable install package visual studio 2015, package nuget visual studio 2015 
234,904036,2399307,How to invoke the super constructor in Python?,"
class A:
    def __init__(self):
        print(""world"")

class B(A):
    def __init__(self):
       print(""hello"")

B()  # output: hello

In all other languages I've worked with the super constructor is invoked implicitly. How does one invoke it in Python? I would expect super(self) but this doesn't work.
","283,445",403,76,python class inheritance constructor superclass ,https://stackoverflow.com/questions/2399307/how-to-invoke-the-super-constructor-in-python,7,"
In line with the other answers, there are multiple ways to call super class methods (including the constructor), however in Python-3.x the process has been simplified:
Python-2.x
class A(object):
 def __init__(self):
   print ""world""

class B(A):
 def __init__(self):
   print ""hello""
   super(B, self).__init__()

Python-3.x
class A(object):
 def __init__(self):
   print(""world"")

class B(A):
 def __init__(self):
   print(""hello"")
   super().__init__()

super() is now equivalent to super(<containing classname>, self) as per the docs.
",308,"
super() returns a parent-like object in new-style classes:
class A(object):
    def __init__(self):
        print(""world"")

class B(A):
    def __init__(self):
        print(""hello"")
        super(B, self).__init__()

B()

",361,https://stackoverflow.com," 
class a 
    def   init   self  
        print  world  

class b a  
    def   init   self  
       print  hello  

b      output  hello

in language i ve worked super constructor invoked implicitly  one invoke python  would expect super self  work 
", invoke super constructor python , python class inheritance constructor superclass 
235,5774970,1238145,How to run a JAR file,"
I created a JAR file like this:
jar cf Predit.jar *.*

I ran this JAR file by double clicking on it (it didn't work). So I ran it from the DOS prompt like this:
java -jar Predit.jar

It raised ""Failed to load main class"" exceptions. So I extracted this JAR file:
jar -xf Predit.jar

and I ran the class file:
java Predit

It worked well. I do not know why the JAR file did not work. Please tell me the steps to run the JAR file
","667,185",212,44,java jar ,https://stackoverflow.com/questions/1238145/how-to-run-a-jar-file,11,-,-,"
You need to specify a Main-Class in the jar file manifest.
Oracle's tutorial contains a complete demonstration, but here's another one from scratch. You need two files:
Test.java:
public class Test
{
    public static void main(String[] args)
    {
        System.out.println(""Hello world"");
    }
}

manifest.mf:
Manifest-version: 1.0
Main-Class: Test

Note that the text file must end with a new line or carriage return.
The last line will not be parsed properly if it does not end with a
new line or carriage return.
Then run:
javac Test.java
jar cfm test.jar manifest.mf Test.class
java -jar test.jar

Output:
Hello world

",210,https://stackoverflow.com," 
i created jar file like this 
jar cf predit jar    

i ran jar file double clicking  it work   ran do prompt like this 
java  jar predit jar

it raised  failed load main class  exceptions  extracted jar file 
jar  xf predit jar

and ran class file 
java predit

it worked well  know jar file work  please tell step run jar file
", run jar file, java jar 
236,13571700,222309,Calculate last day of month in JavaScript,"
If you provide 0 as the dayValue in Date.setFullYear you get the last day of the previous month:
d = new Date(); d.setFullYear(2008, 11, 0); //  Sun Nov 30 2008

There is reference to this behaviour at mozilla. Is this a reliable cross-browser feature or should I look at alternative methods?
","301,136",299,51,javascript date ,https://stackoverflow.com/questions/222309/calculate-last-day-of-month-in-javascript,20,"
var month = 0; // January
var d = new Date(2008, month + 1, 0);
alert(d); // last day in January

IE 6:                     Thu Jan 31 00:00:00 CST 2008
IE 7:                     Thu Jan 31 00:00:00 CST 2008
IE 8: Beta 2:             Thu Jan 31 00:00:00 CST 2008
Opera 8.54:               Thu, 31 Jan 2008 00:00:00 GMT-0600
Opera 9.27:               Thu, 31 Jan 2008 00:00:00 GMT-0600
Opera 9.60:               Thu Jan 31 2008 00:00:00 GMT-0600
Firefox 2.0.0.17:         Thu Jan 31 2008 00:00:00 GMT-0600 (Canada Central Standard Time)
Firefox 3.0.3:            Thu Jan 31 2008 00:00:00 GMT-0600 (Canada Central Standard Time)
Google Chrome 0.2.149.30: Thu Jan 31 2008 00:00:00 GMT-0600 (Canada Central Standard Time)
Safari for Windows 3.1.2: Thu Jan 31 2008 00:00:00 GMT-0600 (Canada Central Standard Time)

Output differences are due to differences in the toString() implementation, not because the dates are different.
Of course, just because the browsers identified above use 0 as the last day of the previous month does not mean they will continue to do so, or that browsers not listed will do so, but it lends credibility to the belief that it should work the same way in every browser.
",457,"
I find this to be the best solution for me. Let the Date object calculate it for you.
var today = new Date();
var lastDayOfMonth = new Date(today.getFullYear(), today.getMonth()+1, 0);

Setting day parameter to 0 means one day less than first day of the month which is last day of the previous month.
",78,https://stackoverflow.com," 
if provide 0 dayvalue date setfullyear get last day previous month 
d   new date    d setfullyear 2008  11  0       sun nov 30 2008

there reference behaviour mozilla  reliable cross browser feature look alternative methods 
", calculate last day month javascript, javascript date 
237,15411107,11277432,How to remove a key from a Python dictionary?,"
When deleting a key from a dictionary, I use:
if 'key' in my_dict:
    del my_dict['key']

Is there a one line way of doing this?
","1,632,165",1970,242,python dictionary data-structures unset ,https://stackoverflow.com/questions/11277432/how-to-remove-a-key-from-a-python-dictionary,13,"
To delete a key regardless of whether it is in the dictionary, use the two-argument form of dict.pop():
my_dict.pop('key', None)

This will return my_dict[key] if key exists in the dictionary, and None otherwise. If the second parameter is not specified (ie. my_dict.pop('key')) and key does not exist, a KeyError is raised.
To delete a key that is guaranteed to exist, you can also use
del my_dict['key']

This will raise a KeyError if the key is not in the dictionary.
",3150,"
Specifically to answer ""is there a one line way of doing this?""
if 'key' in my_dict: del my_dict['key']

...well, you asked ;-)
You should consider, though, that this way of deleting an object from a dict is not atomic—it is possible that 'key' may be in my_dict during the if statement, but may be deleted before del is executed, in which case del will fail with a KeyError.  Given this, it would be safest to either use dict.pop or something along the lines of
try:
    del my_dict['key']
except KeyError:
    pass

which, of course, is definitely not a one-liner.
",376,https://stackoverflow.com," 
when deleting key dictionary  use 
if  key  my dict 
    del my dict  key  

is one line way this 
", remove key python dictionary , python dictionary data structures unset 
238,7617771,961375,Casting IEnumerable<T> to List<T>,"
I was wondering if it is possible to cast an IEnumerable to a List. Is there any way to do it other than copying out each item into a list?
","73,704",39,3,c# list ienumerable ,https://stackoverflow.com/questions/961375/casting-ienumerablet-to-listt,5,"
As already suggested, use yourEnumerable.ToList(). It enumerates through your IEnumerable, storing the contents in a new List. You aren't necessarily copying an existing list, as your IEnumerable may be generating the elements lazily.
This is exactly what the other answers are suggesting, but clearer. Here's the disassembly so you can be sure:
public static List<TSource> ToList<TSource>(this IEnumerable<TSource> source)
{
    if (source == null)
    {
        throw Error.ArgumentNull(""source"");
    }
    return new List<TSource>(source);
}

",53,"
using System.Linq;

Use the .ToList() method.  Found in the System.Linq namespace.
var yourList = yourEnumerable.ToList();

https://docs.microsoft.com/en-us/dotnet/api/system.linq?view=netcore-2.2
",37,https://stackoverflow.com," 
i wondering possible cast ienumerable list  way copying item list 
", casting ienumerable t  list t , c  list ienumerable 
239,1593051,6245570,How to get the current branch name in Git?,"
I'm from a Subversion background and, when I had a branch, I knew what I was working on with ""These working files point to this branch"".
But with Git I'm not sure when I am editing a file in NetBeans or Notepad++, whether it's tied to the master or another branch.
There's no problem with git in bash, it tells me what I'm doing.
","1,722,473",2791,446,git branch git-branch ,https://stackoverflow.com/questions/6245570/how-to-get-the-current-branch-name-in-git,38,"
git branch

should show all the local branches of your repo. The starred branch is your current branch.
If you want to retrieve only the name of the branch you are on, you can do:
git rev-parse --abbrev-ref HEAD

or with Git 2.22 and above:
git branch --show-current

",2632,"
To display the current branch you're on, without the other branches listed, you can do the following:
git rev-parse --abbrev-ref HEAD

Reference:

Show just the current branch in Git (Sep 2009)

",4707,https://stackoverflow.com," 
i m subversion background and  branch  knew working  these working file point branch  
but git i m sure editing file netbeans notepad    whether tied master another branch 
there s problem git bash  tell i m doing 
", get current branch name git , git branch git branch 
240,290884,2559527,Non-static variable cannot be referenced from a static context,"
I've written this test code:
class MyProgram
{
    int count = 0;
    public static void main(String[] args)
    {
        System.out.println(count);
    }
}

But it gives the following error:
Main.java:6: error: non-static variable count cannot be referenced from a static context
        System.out.println(count);
                           ^

How do I get my methods to recognize my class variables?
","705,025",309,146,java variables compiler-errors non-static ,https://stackoverflow.com/questions/2559527/non-static-variable-cannot-be-referenced-from-a-static-context,12,-,-,"
You must understand the difference between a class and an instance of that class. If you see a car on the street, you know immediately that it's a car even if you can't see which model or type. This is because you compare what you see with the class ""car"". The class contains which is similar to all cars. Think of it as a template or an idea.
At the same time, the car you see is an instance of the class ""car"" since it has all the properties which you expect: There is someone driving it, it has an engine, wheels.
So the class says ""all cars have a color"" and the instance says ""this specific car is red"".
In the OO world, you define the class and inside the class, you define a field of type Color. When the class is instantiated (when you create a specific instance), memory is reserved for the color and you can give this specific instance a color. Since these attributes are specific, they are non-static.
Static fields and methods are shared with all instances. They are for values which are specific to the class and not a specific instance. For methods, this usually are global helper methods (like Integer.parseInt()). For fields, it's usually constants (like car types, i.e. something where you have a limited set which doesn't change often).
To solve your problem, you need to instantiate an instance (create an object) of your class so the runtime can reserve memory for the instance (otherwise, different instances would overwrite each other which you don't want).
In your case, try this code as a starting block:
public static void main (String[] args)
{
    try
    {
        MyProgram7 obj = new MyProgram7 ();
        obj.run (args);
    }
    catch (Exception e)
    {
        e.printStackTrace ();
    }
}

// instance variables here

public void run (String[] args) throws Exception
{
    // put your code here
}

The new main() method creates an instance of the class it contains (sounds strange but since main() is created with the class instead of with the instance, it can do this) and then calls an instance method (run()).
",314,https://stackoverflow.com," 
i ve written test code 
class myprogram
 
    int count   0 
    public static void main string   args 
     
        system out println count  
     
 

but give following error 
main java 6  error  non static variable count cannot referenced static context
        system out println count  
                            

how get method recognize class variables 
", non static variable cannot referenced static context, java variable compiler errors non static 
241,16037787,10710250,Converting Mercurial folder to a Git repository,"
I don't have a huge experience with Mercurial, I'm mostly a Git guy.
I would love to mirror a specific Mercurial folder/file in a git Repository. What I'm actually trying to do is to export the history of a file from a Mercurial repository to Git and being able to keep this in sync with future commits.
Do you have any suggestion on how to proceed? I believe that the way to go should be to get the history of the Mercurial patch, periodically export every single commit as a patch and apply the Mercurial patches to the Git repository.
","36,899",138,50,git mercurial ,https://stackoverflow.com/questions/10710250/converting-mercurial-folder-to-a-git-repository,9,-,-,"
On Linux or anything with bash/sh or similar, or python, try with fast export:
cd
git clone git://repo.or.cz/fast-export.git
git init git_repo
cd git_repo
~/fast-export/hg-fast-export.sh -r /path/to/old/mercurial_repo
git checkout HEAD

",124,https://stackoverflow.com," 
i huge experience mercurial  i m mostly git guy 
i would love mirror specific mercurial folder file git repository  i m actually trying export history file mercurial repository git able keep sync future commits 
do suggestion proceed  believe way go get history mercurial patch  periodically export every single commit patch apply mercurial patch git repository 
", converting mercurial folder git repository, git mercurial 
242,4981891,6398196,Detect if called through require or directly by command line,"
How can I detect whether my Node.JS file was called using SH:node path-to-file or JS:require('path-to-file')?
This is the Node.JS equivalent to my previous question in Perl: How can I run my Perl script only if it wasn't loaded with require?
","43,799",319,64,node.js require ,https://stackoverflow.com/questions/6398196/detect-if-called-through-require-or-directly-by-command-line,5,"
if (require.main === module) {
    console.log('called directly');
} else {
    console.log('required as a module');
}

See documentation for this here: https://nodejs.org/docs/latest/api/modules.html#modules_accessing_the_main_module
",502,"
There is another, slightly shorter way (not outlined in the mentioned docs).
var runningAsScript = !module.parent;
I outlined more details about how this all works under the hood in this blog post.
",95,https://stackoverflow.com," 
how detect whether node js file called using sh node path to file js require  path to file   
this node js equivalent previous question perl  run perl script loaded require 
", detect called require directly command line, node js require 
243,13999817,4611897,GROUP BY / aggregate function confusion in SQL,"
I need a bit of help straightening out something, I know it's a very easy easy question but it's something that is slightly confusing me in SQL.
This SQL query throws a 'not a GROUP BY expression' error in Oracle. I understand why, as I know that once I group by an attribute of a tuple, I can no longer access any other attribute.
SELECT * 
FROM order_details 
GROUP BY order_no

However this one does work
SELECT SUM(order_price)
FROM order_details
GROUP BY order_no

Just to concrete my understanding on this.... Assuming that there are multiple tuples in order_details for each order that is made, once I group the tuples according to order_no, I can still access the order_price attribute for each individual tuple in the group, but only using an aggregate function?
In other words, aggregate functions when used in the SELECT clause are able to drill down into the group to see the 'hidden' attributes, where simply using 'SELECT order_no' will throw an error?
","41,827",44,14,sql oracle ,https://stackoverflow.com/questions/4611897/group-by-aggregate-function-confusion-in-sql,5,"
In standard SQL (but not MySQL), when you use GROUP BY, you must list all the result columns that are not aggregates in the GROUP BY clause.  So, if order_details has 6 columns, then you must list all 6 columns (by name - you can't use * in the GROUP BY or ORDER BY clauses) in the GROUP BY clause.
You can also do:
SELECT order_no, SUM(order_price)
  FROM order_details
 GROUP BY order_no;

That will work because all the non-aggregate columns are listed in the GROUP BY clause.
You could do something like:
SELECT order_no, order_price, MAX(order_item)
  FROM order_details
 GROUP BY order_no, order_price;

This query isn't really meaningful (or most probably isn't meaningful), but it will 'work'.  It will list each separate order number and order price combination, and will give the maximum order item (number) associated with that price.  If all the items in an order have distinct prices, you'll end up with groups of one row each.  OTOH, if there are several items in the order at the same price (say £0.99 each), then it will group those together and return the maximum order item number at that price.  (I'm assuming the table has a primary key on (order_no, order_item) where the first item in the order has order_item = 1, the second item is 2, etc.)
",50,"
SELECT * 
FROM order_details 
GROUP BY order_no

In the above query you are selecting all the columns because of that its throwing an error not group by something like..
to avoid that you have to mention all the columns whichever in select statement all columns must be in group by clause..
 SELECT * 
    FROM order_details 
    GROUP BY order_no,order_details,etc

etc it means all the columns from order_details table.
",1,https://stackoverflow.com," 
i need bit help straightening something  know easy easy question something slightly confusing sql 
this sql query throw  not group expression  error oracle  understand why  know group attribute tuple  longer access attribute 
select   
from order details 
group order no

however one work
select sum order price 
from order details
group order no

just concrete understanding this     assuming multiple tuples order details order made  group tuples according order no  still access order price attribute individual tuple group  using aggregate function 
in words  aggregate function used select clause able drill group see  hidden  attributes  simply using  select order no  throw error 
", group   aggregate function confusion sql, sql oracle 
244,3115982,7837456,How to compare arrays in JavaScript?,"
I'd like to compare two arrays... ideally, efficiently. Nothing fancy, just true if they are identical, and false if not. Not surprisingly, the comparison operator doesn't seem to work.
var a1 = [1,2,3];
var a2 = [1,2,3];
console.log(a1==a2);    // Returns false
console.log(JSON.stringify(a1)==JSON.stringify(a2));    // Returns true

JSON encoding each array does, but is there a faster or ""better"" way to simply compare arrays without having to iterate through each value?
","1,026,116",1061,313,javascript arrays json ,https://stackoverflow.com/questions/7837456/how-to-compare-arrays-in-javascript,65,"
To compare arrays, loop through them and compare every value:
Comparing arrays:
// Warn if overriding existing method
if(Array.prototype.equals)
    console.warn(""Overriding existing Array.prototype.equals. Possible causes: New API defines the method, there's a framework conflict or you've got double inclusions in your code."");
// attach the .equals method to Array's prototype to call it on any array
Array.prototype.equals = function (array) {
    // if the other array is a falsy value, return
    if (!array)
        return false;

    // compare lengths - can save a lot of time 
    if (this.length != array.length)
        return false;

    for (var i = 0, l=this.length; i < l; i++) {
        // Check if we have nested arrays
        if (this[i] instanceof Array && array[i] instanceof Array) {
            // recurse into the nested arrays
            if (!this[i].equals(array[i]))
                return false;       
        }           
        else if (this[i] != array[i]) { 
            // Warning - two different object instances will never be equal: {x:20} != {x:20}
            return false;   
        }           
    }       
    return true;
}
// Hide method from for-in loops
Object.defineProperty(Array.prototype, ""equals"", {enumerable: false});

Usage:
[1, 2, [3, 4]].equals([1, 2, [3, 2]]) === false;
[1, ""2,3""].equals([1, 2, 3]) === false;
[1, 2, [3, 4]].equals([1, 2, [3, 4]]) === true;
[1, 2, 1, 2].equals([1, 2, 1, 2]) === true;

You may say ""But it is much faster to compare strings - no loops..."" well, then you should note there ARE loops. First recursive loop that converts Array to string and second, that compares two strings. So this method is faster than use of string.
I believe that larger amounts of data should be always stored in arrays, not in objects. However if you use objects, they can be partially compared too.
Here's how:
Comparing objects:
I've stated above, that two object instances will never be equal, even if they contain same data at the moment:
({a:1, foo:""bar"", numberOfTheBeast: 666}) == ({a:1, foo:""bar"", numberOfTheBeast: 666})  //false

This has a reason, since there may be, for example private variables within objects.
However, if you just use object structure to contain data, comparing is still possible:
Object.prototype.equals = function(object2) {
    //For the first loop, we only check for types
    for (propName in this) {
        //Check for inherited methods and properties - like .equals itself
        //https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object/hasOwnProperty
        //Return false if the return value is different
        if (this.hasOwnProperty(propName) != object2.hasOwnProperty(propName)) {
            return false;
        }
        //Check instance type
        else if (typeof this[propName] != typeof object2[propName]) {
            //Different types => not equal
            return false;
        }
    }
    //Now a deeper check using other objects property names
    for(propName in object2) {
        //We must check instances anyway, there may be a property that only exists in object2
            //I wonder, if remembering the checked values from the first loop would be faster or not 
        if (this.hasOwnProperty(propName) != object2.hasOwnProperty(propName)) {
            return false;
        }
        else if (typeof this[propName] != typeof object2[propName]) {
            return false;
        }
        //If the property is inherited, do not check any more (it must be equa if both objects inherit it)
        if(!this.hasOwnProperty(propName))
          continue;
        
        //Now the detail check and recursion
        
        //This returns the script back to the array comparing
        /**REQUIRES Array.equals**/
        if (this[propName] instanceof Array && object2[propName] instanceof Array) {
                   // recurse into the nested arrays
           if (!this[propName].equals(object2[propName]))
                        return false;
        }
        else if (this[propName] instanceof Object && object2[propName] instanceof Object) {
                   // recurse into another objects
                   //console.log(""Recursing to compare "", this[propName],""with"",object2[propName], "" both named \""""+propName+""\"""");
           if (!this[propName].equals(object2[propName]))
                        return false;
        }
        //Normal value comparison for strings and numbers
        else if(this[propName] != object2[propName]) {
           return false;
        }
    }
    //If everything passed, let's say YES
    return true;
}  

However, remember that this one is to serve in comparing JSON like data, not class instances and other stuff. If you want to compare mor complicated objects, look at this answer and it's superlong function.
To make this work with Array.equals you must edit the original function a little bit:
...
    // Check if we have nested arrays
    if (this[i] instanceof Array && array[i] instanceof Array) {
        // recurse into the nested arrays
        if (!this[i].equals(array[i]))
            return false;
    }
    /**REQUIRES OBJECT COMPARE**/
    else if (this[i] instanceof Object && array[i] instanceof Object) {
        // recurse into another objects
        //console.log(""Recursing to compare "", this[propName],""with"",object2[propName], "" both named \""""+propName+""\"""");
        if (!this[i].equals(array[i]))
            return false;
        }
    else if (this[i] != array[i]) {
...

I made a little test tool for both of the functions.
Bonus: Nested arrays with indexOf and contains
Samy Bencherif has prepared useful functions for the case you're searching for a specific object in nested arrays, which are available here: https://jsfiddle.net/SamyBencherif/8352y6yw/
",905,"
While this only works for scalar arrays (see note below), it is short:
array1.length === array2.length && array1.every(function(value, index) { return value === array2[index]})

Rr, in ECMAScript 6 / CoffeeScript / TypeScript with Arrow Functions:
array1.length === array2.length && array1.every((value, index) => value === array2[index])

(Note: 'scalar' here means values that can be compared directly using === . So: numbers, strings, objects by reference, functions by reference. See the MDN reference for more info about the comparison operators).
UPDATE
From what I read from the comments, sorting the array and comparing may give accurate result:
const array2Sorted = array2.slice().sort();
array1.length === array2.length && array1.slice().sort().every(function(value, index) {
    return value === array2Sorted[index];
});

Eg:
array1 = [2,3,1,4];
array2 = [1,2,3,4];

Then the above code would give true
",418,https://stackoverflow.com," 
i d like compare two arrays    ideally  efficiently  nothing fancy  true identical  false not  surprisingly  comparison operator seem work 
var a1    1 2 3  
var a2    1 2 3  
console log a1  a2         return false
console log json stringify a1   json stringify a2          return true

json encoding array does  faster  better  way simply compare array without iterate value 
", compare array javascript , javascript array json 
